segment_id language source channel segment_type speaker_id gender segment_len dialect mic_type phone_type
xanr A 14439 X1 1c 4314 M 320 dial=A - -
xanr A 14439 X2 1c 1585 F 320 nontar - -
xans E 12311 B 10 7240 M 10.64 dial=S handset cellphone
xant E 16470 B 10 6852 F 11.17 dial=E handset cellphone
xanu E 12378 B 30 1645 F 129.61 dial=S handset regular_phone
xanv E 10994 B 30 2265 F 32.76 dial=E handset cellphone
xanw E 12068 A 1s 7023 M 320 dial=E handset regular_phone
xanx E 10658 A 1s 7420 M 320 dial=E handset regular_phone
xany E 11255 X1 1c 8577 F 320 dial=E - -
xany E 11255 X2 1c 8598 F 320 dial=E - -
xanz E 13948 B 10 7191 M 17.2 dial=A earbud cordless_phone
xaoa E 10750 B 30 7420 M 88.6 dial=E handset regular_phone
xaob E 16431 B 30 8075 F 35.41 dial=A handset cordless_phone
xaoc E 10460 B 10 8577 F 14.74 dial=E handset cellphone
xaod E 15752 A 1s 8898 M 320 dial=A handset regular_phone
xaoe E 11693 X1 1c 1901 F 320 dial=M - -
xaoe E 11693 X2 1c 4225 F 320 nontar - -
xaof E 13578 B 10 7813 M 12.87 dial=M spkr_phone cordless_phone
xaog E 10866 B 10 6557 F 11.17 dial=M handset cordless_phone
xaoh A 13281 B 1s 1577 M 320 dial=A earbud cellphone
xaoi R 14949 A 1s 7903 F 320 dial=R handset regular_phone
xaoj R 14336 B 10 4217 M 9.62 dial=R handset cellphone
xaok E 14732 A 1s 2451 F 320 dial=A handset regular_phone
xaol M 10557 A 30 2308 M 31.12 dial=M headphone cellphone
xaom E 11149 B 1s 1441 M 320 dial=E handset regular_phone
xaon E 13081 B 30 6973 M 30.63 dial=A headphone regular_phone
xaoo E 11860 B 30 3370 F 122.71 dial=R handset cellphone
xaop E 16039 B 30 1398 F 56.9 dial=A handset regular_phone
xaoq E 16381 X1 1c 3457 M 320 nontar - -
xaoq E 16381 X2 1c 8398 M 320 dial=R - -
xaor E 14869 B 1s 2875 M 320 dial=A handset regular_phone
xaos R 14012 B 1s 7312 F 320 dial=R earbud cellphone
xaot E 13296 A 10 7191 M 21.15 dial=A handset regular_phone
xaou E 10539 X1 1c 5127 M 320 nontar - -
xaou E 10539 X2 1c 6756 M 320 dial=A - -
xaov E 11565 B 30 6367 F 58.13 dial=S handset regular_phone
xaow E 11041 A 30 3449 M 35.45 dial=A handset regular_phone
xaox E 12244 A 10 1645 F 11 dial=S handset cellphone
xaoy E 12709 X1 1c 1035 M 320 nontar - -
xaoy E 12709 X2 1c 1645 F 320 dial=S - -
xaoz E 11747 X1 1c 5916 M 320 dial=M - -
xaoz E 11747 X2 1c 8842 M 320 dial=A - -
xapa S 12574 B 10 5913 F 10.15 dial=S headphone cellphone
xapb A 11840 B 30 4422 F 33.91 dial=A handset regular_phone
xapc E 10824 X1 1c 5325 F 320 dial=M - -
xapc E 10824 X2 1c 3773 F 320 dial=S - -
xapd E 15751 B 30 7138 F 55.91 dial=S headphone cellphone
xape E 14660 B 10 2504 M 11.02 dial=A headphone regular_phone
xapf E 11859 X1 1c 1014 F 320 dial=M - -
xapf E 11859 X2 1c 1495 F 320 dial=R - -
xapg E 14313 B 30 8800 F 32.9 dial=R handset cellphone
xaph E 15113 A 1s 5581 M 320 dial=A headphone cellphone
xapi R 14954 B 10 8815 F 9.55 dial=R handset regular_phone
xapj E 11437 A 10 1832 F 9.79 dial=M handset regular_phone
xapk E 11690 B 30 6363 F 41.73 dial=E handset regular_phone
xapl E 12653 A 1s 6171 F 320 dial=E handset regular_phone
xapm E 10437 B 30 5221 F 76.5 dial=M handset regular_phone
xapn E 14784 B 1s 8344 F 320 dial=S handset regular_phone
xapo E 15625 B 10 4415 F 12.98 dial=E handset regular_phone
xapp E 13868 B 1s 7312 F 320 dial=R handset cellphone
xapq M 11113 B 30 4708 M 35.83 dial=M spkr_phone regular_phone
xapr E 10601 B 30 1300 M 54.2 dial=E handset cordless_phone
xaps S 12787 X1 1c 4762 M 320 dial=S - -
xaps S 12787 X2 1c 6476 M 320 dial=S - -
xapt R 13371 A 30 6348 F 45.46 dial=R handset regular_phone
xapu E 11662 B 10 2525 M 14.94 dial=E handset regular_phone
xapv E 12517 B 30 7312 F 120.36 dial=R earbud cellphone
xapw E 11416 X1 1c 5233 F 320 dial=S - -
xapw E 11416 X2 1c 3959 F 320 dial=R - -
xapx E 11729 B 10 8625 M 11.68 dial=M handset cordless_phone
xapy E 11830 X1 1c 8667 F 320 nontar - -
xapy E 11830 X2 1c 3097 M 320 dial=E - -
xapz E 10660 B 10 3783 F 19.53 dial=S handset cellphone
xaqa E 10827 B 30 7078 M 42.74 dial=E handset regular_phone
xaqb E 10627 X1 1c 1441 M 320 dial=E - -
xaqb E 10627 X2 1c 1760 M 320 nontar - -
xaqc M 13404 A 10 6206 M 15.2 dial=M spkr_phone cellphone
xaqd E 11264 X1 1c 6732 F 320 dial=S - -
xaqd E 11264 X2 1c 3550 F 320 dial=E - -
xaqe E 14118 B 1s 8640 M 320 dial=S handset regular_phone
xaqf A 15052 B 30 1076 F 37.18 dial=A handset regular_phone
xaqg E 16426 B 10 8075 F 10.81 dial=A handset cordless_phone
xaqh E 15138 B 30 7236 M 50.37 dial=R handset regular_phone
xaqi R 14588 A 30 8815 F 59.35 dial=R handset cellphone
xaqj A 15048 B 30 1076 F 50.63 dial=A handset regular_phone
xaqk E 15313 A 1s 6132 F 320 dial=S handset regular_phone
xaql A 13305 X1 1c 8478 M 320 dial=A - -
xaql A 13305 X2 1c 8198 M 320 nontar - -
xaqm E 15147 A 1s 8367 F 320 dial=E handset cellphone
xaqn E 15320 X1 1c 5184 M 320 nontar - -
xaqn E 15320 X2 1c 2504 M 320 dial=A - -
xaqo M 13928 A 30 1614 F 32.2 dial=M earbud cellphone
xaqp E 13050 B 1s 6220 M 320 dial=R headphone cordless_phone
xaqq E 11536 X1 1c 2363 M 320 dial=A - -
xaqq E 11536 X2 1c 6768 F 320 dial=E - -
xaqr E 11461 X1 1c 2933 F 320 dial=E - -
xaqr E 11461 X2 1c 3550 F 320 dial=E - -
xaqs E 12165 A 30 2983 F 42.87 dial=M handset cordless_phone
xaqt E 12962 B 1s 2285 F 320 dial=R earbud regular_phone
xaqu E 13531 X1 1c 1354 M 320 nontar - -
xaqu E 13531 X2 1c 8149 F 320 dial=R - -
xaqv E 14560 B 10 3430 M 9.53 dial=R handset regular_phone
xaqw E 10335 B 30 3574 F 32.19 dial=E handset regular_phone
xaqx E 12186 B 10 1122 F 11.93 dial=E handset cellphone
xaqy E 11096 A 1s 6319 M 320 dial=M spkr_phone regular_phone
xaqz E 11258 A 10 6367 F 11.18 dial=S handset regular_phone
xara E 14757 B 10 8364 F 34.96 dial=R handset regular_phone
xarb E 11839 X1 1c 4518 M 320 nontar - -
xarb E 11839 X2 1c 3807 M 320 dial=R - -
xarc E 11401 A 30 4206 M 30.2 dial=S handset regular_phone
xard E 11065 B 10 3304 F 51.19 dial=E handset regular_phone
xare E 11802 B 30 6004 M 110.87 dial=M spkr_phone cordless_phone
xarf E 12660 B 10 8478 M 57.82 dial=A handset cordless_phone
xarg E 14121 A 1s 8640 M 320 dial=S handset regular_phone
xarh E 11291 X1 1c 6380 M 320 dial=M - -
xarh E 11291 X2 1c 7288 F 320 dial=R - -
xari E 14164 B 1s 5888 F 320 dial=A earbud cellphone
xarj M 13470 B 10 6206 M 33.63 dial=M handset regular_phone
xark E 13556 B 10 4585 M 24.1 dial=S handset cellphone
xarl E 12095 A 30 1289 F 31.67 dial=S handset regular_phone
xarm R 12844 B 1s 6935 M 320 dial=R headphone cellphone
xarn E 10491 B 10 8836 M 12.23 dial=A handset regular_phone
xaro E 15600 B 30 7236 M 62.45 dial=R handset regular_phone
xarp E 14778 B 30 1909 F 49.23 dial=E handset cellphone
xarq E 15861 X1 1c 5902 M 320 dial=R - -
xarq E 15861 X2 1c 1324 F 320 nontar - -
xarr M 13170 B 30 7813 M 37.98 dial=M spkr_phone regular_phone
xars R 16259 A 30 8136 F 44.97 dial=R handset cordless_phone
xart A 15073 B 1s 6968 F 320 dial=A earbud cellphone
xaru E 12664 B 10 6436 F 10.84 dial=E earbud cordless_phone
xarv E 15800 X1 1c 3478 M 320 dial=M - -
xarv E 15800 X2 1c 5885 F 320 nontar - -
xarw E 15599 A 1s 5125 M 320 dial=M earbud regular_phone
xarx E 10588 A 30 8125 M 91.26 dial=E handset cordless_phone
xary M 13471 B 1s 4708 M 320 dial=M headphone cellphone
xarz E 10994 X1 1c 7745 F 320 nontar - -
xarz E 10994 X2 1c 2265 F 320 dial=E - -
xasa E 10735 A 30 8577 F 40.25 dial=E handset cellphone
xasb E 15753 A 10 5125 M 13.37 dial=M headphone cellphone
xasc E 11323 X1 1c 5608 F 320 dial=E - -
xasc E 11323 X2 1c 1122 F 320 dial=E - -
xasd E 16151 A 30 2492 F 60.08 dial=E handset regular_phone
xase E 15954 X1 1c 1324 F 320 nontar - -
xase E 15954 X2 1c 4415 F 320 dial=E - -
xasf E 13006 B 10 6231 M 9.46 dial=R headphone cordless_phone
xasg E 12816 B 30 6935 M 39.13 dial=R handset cordless_phone
xash E 13135 B 10 6004 M 11.12 dial=M headphone regular_phone
xasi S 11800 A 30 8825 F 56.63 dial=S handset regular_phone
xasj E 15674 X1 1c 8898 M 320 dial=A - -
xasj E 15674 X2 1c 6175 M 320 dial=M - -
xask E 12383 A 10 2183 F 62.65 dial=E handset regular_phone
xasl E 12336 B 30 3094 M 35.94 dial=M handset cellphone
xasm E 15572 X1 1c 6436 F 320 dial=E - -
xasm E 15572 X2 1c 8027 F 320 nontar - -
xasn E 12853 X1 1c 3783 F 320 dial=S - -
xasn E 12853 X2 1c 2125 F 320 dial=R - -
xaso E 15861 A 10 5902 M 18.56 dial=R handset cellphone
xasp E 14164 B 10 5888 F 11.51 dial=A earbud cellphone
xasq E 15279 X1 1c 3563 F 320 nontar - -
xasq E 15279 X2 1c 8112 F 320 dial=R - -
xasr E 10087 A 10 8427 M 13.79 dial=M handset regular_phone
xass E 11272 X1 1c 2465 M 320 nontar - -
xass E 11272 X2 1c 3807 M 320 dial=R - -
xast E 15705 B 1s 4330 M 320 dial=M headphone regular_phone
xasu S 12802 A 1s 3436 F 320 dial=S handset cellphone
xasv E 11669 A 30 5608 F 61.71 dial=E handset cordless_phone
xasw R 15520 A 30 8815 F 36.56 dial=R handset cellphone
xasx E 10696 X1 1c 3922 F 320 dial=E - -
xasx E 10696 X2 1c 1668 F 320 dial=S - -
xasy E 13658 A 1s 6446 M 320 dial=M handset regular_phone
xasz R 15521 B 30 4460 M 48.12 dial=R handset cellphone
xata E 15233 X1 1c 5940 F 320 dial=R - -
xata E 15233 X2 1c 6375 F 320 dial=A - -
xatb E 10566 B 10 3922 F 10.14 dial=E handset regular_phone
xatc E 10886 B 1s 3885 M 320 dial=E headphone regular_phone
xatd E 16177 B 1s 3494 F 320 dial=S handset regular_phone
xate E 11615 A 1s 7863 F 320 dial=M spkr_phone cordless_phone
xatf E 10296 X1 1c 8367 F 320 dial=E - -
xatf E 10296 X2 1c 5460 F 320 nontar - -
xatg E 13565 B 1s 7172 F 320 dial=M headphone regular_phone
xath E 12662 B 10 8125 M 36.6 dial=E handset cellphone
xati M 13911 A 10 6004 M 10.93 dial=M headphone regular_phone
xatj E 14118 X1 1c 1354 M 320 nontar - -
xatj E 14118 X2 1c 8640 M 320 dial=S - -
xatk M 13170 B 10 7813 M 12.01 dial=M spkr_phone regular_phone
xatl E 11629 X1 1c 5362 M 320 nontar - -
xatl E 11629 X2 1c 4598 M 320 dial=R - -
xatm E 15753 A 30 5125 M 46.9 dial=M headphone cellphone
xatn E 15954 B 10 4415 F 20.25 dial=E handset regular_phone
xato E 10750 B 10 7420 M 13.33 dial=E handset regular_phone
xatp E 16355 B 10 7175 F 10.34 dial=A spkr_phone cellphone
xatq M 13930 A 30 1614 F 38.46 dial=M earbud cellphone
xatr E 11031 B 10 3903 F 26.46 dial=E handset cellphone
xats E 11656 A 10 8483 M 15.49 dial=S handset cellphone
xatt S 14633 B 10 4202 F 11.12 dial=S handset cordless_phone
xatu E 12185 B 10 6713 F 10.83 dial=E handset cellphone
xatv M 12137 B 30 1014 F 44.46 dial=M handset regular_phone
xatw E 12265 A 1s 1577 M 320 dial=A headphone cellphone
xatx E 11949 A 30 2162 F 59.83 dial=A handset regular_phone
xaty A 11807 B 1s 3449 M 320 dial=A handset regular_phone
xatz S 12540 X1 1c 5913 F 320 dial=S - -
xatz S 12540 X2 1c 3964 M 320 nontar - -
xaua E 14327 B 10 7856 F 23.95 dial=R handset cellphone
xaub E 12780 X1 1c 6908 M 320 nontar - -
xaub E 12780 X2 1c 2898 M 320 dial=A - -
xauc A 14487 A 1s 5811 M 320 dial=A handset cellphone
xaud E 15219 X1 1c 4208 M 320 nontar - -
xaud E 15219 X2 1c 2814 F 320 dial=E - -
xaue E 11880 X1 1c 1199 F 320 dial=R - -
xaue E 11880 X2 1c 1614 F 320 dial=M - -
xauf E 14657 B 10 2504 M 9.93 dial=A headphone regular_phone
xaug E 11814 X1 1c 7850 F 320 dial=A - -
xaug E 11814 X2 1c 6042 M 320 nontar - -
xauh E 11141 X1 1c 6054 F 320 dial=S - -
xauh E 11141 X2 1c 3550 F 320 dial=E - -
xaui E 12901 X1 1c 6990 M 320 nontar - -
xaui E 12901 X2 1c 8854 M 320 dial=A - -
xauj E 14659 B 10 8149 F 30.6 dial=R handset regular_phone
xauk E 12130 X1 1c 8127 M 320 nontar - -
xauk E 12130 X2 1c 7286 F 320 dial=R - -
xaul E 11062 A 10 7521 F 10.97 dial=E handset regular_phone
xaum E 12790 X1 1c 8624 F 320 dial=E - -
xaum E 12790 X2 1c 8524 M 320 nontar - -
xaun E 11292 A 10 8342 F 35.34 dial=M headphone cordless_phone
xauo E 11492 X1 1c 6363 F 320 dial=E - -
xauo E 11492 X2 1c 1094 F 320 dial=E - -
xaup E 14628 X1 1c 4026 F 320 dial=E - -
xaup E 14628 X2 1c 8815 F 320 dial=R - -
xauq E 11770 B 1s 2647 F 320 dial=E handset regular_phone
xaur E 11885 A 10 4781 F 26.51 dial=M handset regular_phone
xaus M 12137 B 10 1014 F 16.65 dial=M handset regular_phone
xaut E 13598 A 30 7813 M 33.82 dial=M handset regular_phone
xauu E 12809 B 10 6472 F 10.06 dial=S handset regular_phone
xauv E 12330 B 10 1668 F 22.06 dial=S handset cellphone
xauw E 12023 X1 1c 6645 F 320 nontar - -
xauw E 12023 X2 1c 3967 M 320 dial=S - -
xaux E 16396 X1 1c 2492 F 320 dial=E - -
xaux E 16396 X2 1c 4158 M 320 dial=A - -
xauy E 13028 A 30 7293 M 31.3 dial=A earbud cordless_phone
xauz E 12625 X1 1c 3436 F 320 dial=S - -
xauz E 12625 X2 1c 1163 M 320 nontar - -
xava S 13541 X1 1c 5233 F 320 dial=S - -
xava S 13541 X2 1c 5483 F 320 nontar - -
xavb E 12321 B 30 2933 F 45.85 dial=E unknown unknown
xavc E 15228 X1 1c 1218 M 320 dial=E - -
xavc E 15228 X2 1c 1892 M 320 dial=S - -
xavd E 10464 A 30 7427 F 49.57 dial=E handset cordless_phone
xave E 11364 A 30 1094 F 37.53 dial=E handset regular_phone
xavf E 11776 A 30 2162 F 31.76 dial=A handset regular_phone
xavg E 10470 B 10 3449 M 10.15 dial=A unknown unknown
xavh E 13028 A 10 7293 M 10.46 dial=A earbud cordless_phone
xavi E 10933 B 10 6768 F 10.96 dial=E unknown unknown
xavj E 10560 X1 1c 1901 F 320 dial=M - -
xavj E 10560 X2 1c 8480 F 320 dial=E - -
xavk E 16347 X1 1c 7672 M 320 nontar - -
xavk E 16347 X2 1c 8136 F 320 dial=R - -
xavl M 10609 X1 1c 4781 F 320 dial=M - -
xavl M 10609 X2 1c 8625 M 320 dial=M - -
xavm E 10368 A 30 3097 M 93.86 dial=E handset cordless_phone
xavn M 10609 B 10 8625 M 16.02 dial=M handset cellphone
xavo E 15672 X1 1c 8893 F 320 dial=A - -
xavo E 15672 X2 1c 6175 M 320 dial=M - -
xavp S 10546 A 1s 1668 F 320 dial=S handset cellphone
xavq E 11332 X1 1c 6380 M 320 dial=M - -
xavq E 11332 X2 1c 3773 F 320 dial=S - -
xavr E 12788 A 1s 5586 F 320 dial=R headphone cellphone
xavs E 12444 B 1s 3497 M 320 dial=R handset regular_phone
xavt E 13227 A 1s 3633 F 320 dial=S handset regular_phone
xavu E 14288 B 30 3903 F 54.85 dial=E handset cordless_phone
xavv M 14912 B 30 3107 F 32.4 dial=M handset regular_phone
xavw E 10941 X1 1c 2403 F 320 dial=S - -
xavw E 10941 X2 1c 4287 F 320 nontar - -
xavx E 14732 A 10 2451 F 11.21 dial=A handset regular_phone
xavy A 15048 B 10 1076 F 28.52 dial=A handset regular_phone
xavz E 12895 B 1s 1577 M 320 dial=A spkr_phone cordless_phone
xawa E 15355 X1 1c 6472 F 320 dial=S - -
xawa E 15355 X2 1c 6747 F 320 dial=A - -
xawb E 15543 A 10 8123 F 11.58 dial=A handset cordless_phone
xawc E 12645 A 10 1289 F 12.73 dial=S handset regular_phone
xawd E 12810 A 1s 7293 M 320 dial=A earbud cordless_phone
xawe E 15147 X1 1c 8367 F 320 dial=E - -
xawe E 15147 X2 1c 3561 F 320 nontar - -
xawf E 10437 A 30 z3432 M 32.14 dial=E handset regular_phone
xawg E 11431 B 30 3370 F 49.95 dial=R handset cordless_phone
xawh E 11778 B 10 3710 M 10.48 dial=E handset regular_phone
xawi E 10527 B 10 6363 F 34.38 dial=E handset cellphone
xawj E 11357 B 10 8929 M 12.17 dial=E handset regular_phone
xawk A 13285 B 30 1577 M 84.7 dial=A headphone cellphone
xawl M 13413 A 30 6004 M 40.02 dial=M headphone regular_phone
xawm E 11582 X1 1c 6015 F 320 nontar - -
xawm E 11582 X2 1c 3449 M 320 dial=A - -
xawn E 13051 B 1s 1755 M 320 dial=S handset regular_phone
xawo E 12849 B 30 2125 F 29.1 dial=R handset cellphone
xawp E 13830 B 30 5503 F 72.09 dial=R handset regular_phone
xawq E 15838 A 30 4372 M 82.01 dial=R handset regular_phone
xawr E 16498 B 30 4322 F 35.3 dial=E handset regular_phone
xaws M 13402 X1 1c 4781 F 320 dial=M - -
xaws M 13402 X2 1c 5221 F 320 dial=M - -
xawt E 13578 X1 1c 8111 F 320 nontar - -
xawt E 13578 X2 1c 7813 M 320 dial=M - -
xawu E 11598 X1 1c 4598 M 320 dial=R - -
xawu E 11598 X2 1c 7253 F 320 nontar - -
xawv E 14598 B 1s 8364 F 320 dial=R handset regular_phone
xaww R 14336 X1 1c 5516 F 320 nontar - -
xaww R 14336 X2 1c 4217 M 320 dial=R - -
xawx E 11151 B 1s 3304 F 320 dial=E handset regular_phone
xawy E 10937 B 1s 1519 M 320 dial=M handset cordless_phone
xawz M 13425 A 1s 7172 F 320 dial=M headphone regular_phone
xaxa E 12502 B 30 1183 F 60.74 dial=S handset cellphone
xaxb E 10490 A 30 8836 M 57.02 dial=A handset regular_phone
xaxc E 15192 B 1s 8835 F 320 dial=S handset regular_phone
xaxd M 13922 B 10 2983 F 10.84 dial=M handset cordless_phone
xaxe M 13186 B 1s 1519 M 320 dial=M handset cordless_phone
xaxf E 11171 A 1s 3903 F 320 dial=E handset cellphone
xaxg E 11105 B 30 6291 M 32.74 dial=A handset regular_phone
xaxh E 11488 B 1s 8625 M 320 dial=M handset cordless_phone
xaxi E 10437 A 10 z3432 M 10.38 dial=E handset regular_phone
xaxj E 13618 B 30 2262 F 51.97 dial=S handset regular_phone
xaxk R 15517 A 1s 8796 F 320 dial=R handset regular_phone
xaxl E 14868 A 10 6320 F 46.95 dial=E handset regular_phone
xaxm E 11636 B 1s 8825 F 320 dial=S handset cordless_phone
xaxn E 12010 B 30 8342 F 50.98 dial=M handset cellphone
xaxo E 15311 X1 1c 4824 M 320 dial=A - -
xaxo E 15311 X2 1c 5797 F 320 nontar - -
xaxp E 10818 A 1s 5126 F 320 dial=S handset cordless_phone
xaxq E 15121 B 1s 3430 M 320 dial=R handset regular_phone
xaxr A 14067 A 30 7293 M 47.44 dial=A handset cordless_phone
xaxs A 15063 B 30 3251 M 30.53 dial=A handset cellphone
xaxt S 12802 X1 1c 3436 F 320 dial=S - -
xaxt S 12802 X2 1c 6325 M 320 nontar - -
xaxu E 15319 X1 1c 8783 M 320 nontar - -
xaxu E 15319 X2 1c 6132 F 320 dial=S - -
xaxv E 11873 X1 1c 7078 M 320 dial=E - -
xaxv E 11873 X2 1c 5325 M 320 dial=M - -
xaxw E 13621 B 30 1614 F 106.63 dial=M earbud cellphone
xaxx A 15054 X1 1c 5923 M 320 nontar - -
xaxx A 15054 X2 1c 5203 M 320 dial=A - -
xaxy E 12185 B 1s 6713 F 320 dial=E handset cellphone
xaxz E 14228 X1 1c 7240 M 320 dial=S - -
xaxz E 14228 X2 1c 5811 M 320 dial=A - -
xaya E 15625 X1 1c 8898 M 320 dial=A - -
xaya E 15625 X2 1c 4415 F 320 dial=E - -
xayb M 13412 A 10 8427 M 20.71 dial=M spkr_phone regular_phone
xayc E 10807 A 30 5325 M 49.25 dial=M handset regular_phone
xayd E 10669 A 1s 3550 F 320 dial=E handset cordless_phone
xaye E 10572 B 1s 3922 F 320 dial=E handset regular_phone
xayf E 13768 A 1s 7312 F 320 dial=R earbud cellphone
xayg E 13407 A 10 3150 M 65.75 dial=M spkr_phone cordless_phone
xayh E 14276 B 1s 4981 F 320 dial=R handset regular_phone
xayi E 10187 A 10 1239 M 87.13 dial=E handset cordless_phone
xayj E 12814 B 30 8598 F 55.06 dial=E handset regular_phone
xayk E 10968 A 10 6319 M 10.69 dial=M spkr_phone cordless_phone
xayl E 14298 B 10 7312 F 9.47 dial=R earbud cellphone
xaym E 10446 B 1s 5867 F 320 dial=E handset cordless_phone
xayn A 16529 B 1s 8075 F 320 dial=A handset cordless_phone
xayo R 14565 B 1s 4981 F 320 dial=R handset regular_phone
xayp E 10823 B 10 7078 M 27.24 dial=E handset regular_phone
xayq A 14453 A 10 4314 M 15.68 dial=A handset regular_phone
xayr E 15619 B 30 8367 F 38.89 dial=E handset cellphone
xays E 10841 A 30 4249 F 37.51 dial=S handset cellphone
xayt E 15233 A 1s 5940 F 320 dial=R handset regular_phone
xayu E 11048 B 1s 1526 F 320 dial=R headphone cellphone
xayv E 10515 B 1s 3807 M 320 dial=R earbud cellphone
xayw A 12282 B 1s 5172 F 320 dial=A handset cellphone
xayx E 14298 B 1s 7312 F 320 dial=R earbud cellphone
xayy E 14757 X1 1c 6665 M 320 nontar - -
xayy E 14757 X2 1c 8364 F 320 dial=R - -
xayz E 14143 B 10 4460 M 17.46 dial=R handset cordless_phone
xaza E 13529 X1 1c 4330 M 320 dial=M - -
xaza E 13529 X2 1c 6973 M 320 dial=A - -
xazb E 16055 X1 1c 6132 F 320 dial=S - -
xazb E 16055 X2 1c 2450 M 320 dial=S - -
xazc E 16241 X1 1c 4372 M 320 dial=R - -
xazc E 16241 X2 1c 8136 F 320 dial=R - -
xazd A 13039 X1 1c 1470 M 320 dial=A - -
xazd A 13039 X2 1c 6604 F 320 nontar - -
xaze R 14561 B 30 4460 M 32.05 dial=R handset regular_phone
xazf A 15895 B 10 3184 F 9.23 dial=A headphone cordless_phone
xazg E 16254 X1 1c 4372 M 320 dial=R - -
xazg E 16254 X2 1c 8136 F 320 dial=R - -
xazh R 12641 X1 1c 4335 M 320 nontar - -
xazh R 12641 X2 1c 5586 F 320 dial=R - -
xazi E 11031 X1 1c 5380 F 320 nontar - -
xazi E 11031 X2 1c 3903 F 320 dial=E - -
xazj R 13152 B 30 7312 F 38.52 dial=R earbud cellphone
xazk S 15262 B 10 5233 F 25.73 dial=S handset regular_phone
xazl A 15015 X1 1c 5581 M 320 dial=A - -
xazl A 15015 X2 1c 3006 M 320 nontar - -
xazm E 11690 X1 1c 2456 F 320 nontar - -
xazm E 11690 X2 1c 6363 F 320 dial=E - -
xazn E 16184 A 10 7884 F 42.01 dial=E handset cellphone
xazo E 13948 B 1s 7191 M 320 dial=A earbud cordless_phone
xazp E 12104 X1 1c 7293 M 320 dial=A - -
xazp E 12104 X2 1c 2308 M 320 dial=M - -
xazq E 10666 X1 1c 2439 F 320 dial=E - -
xazq E 10666 X2 1c 5673 F 320 dial=E - -
xazr E 16241 B 10 8136 F 18.57 dial=R handset cellphone
xazs E 16508 B 30 2492 F 69.83 dial=E handset cellphone
xazt E 10737 A 30 8250 F 67.2 dial=S handset regular_phone
xazu E 10750 B 1s 7420 M 320 dial=E handset regular_phone
xazv E 15599 A 30 5125 M 37.16 dial=M earbud regular_phone
xazw S 13663 B 10 6093 F 15.19 dial=S spkr_phone regular_phone
xazx E 14276 X1 1c 1616 F 320 nontar - -
xazx E 14276 X2 1c 4981 F 320 dial=R - -
xazy R 13372 X1 1c 4287 F 320 nontar - -
xazy R 13372 X2 1c 6348 F 320 dial=R - -
xazz E 12849 B 10 2125 F 11.51 dial=R handset cellphone
xbaa E 12386 X1 1c 8524 M 320 nontar - -
xbaa E 12386 X2 1c 3906 F 320 dial=S - -
xbab E 13035 X1 1c 8996 F 320 nontar - -
xbab E 13035 X2 1c 6630 F 320 dial=R - -
